event_id,timestamp_utc,country,region,city,site_code,latitude,longitude,agent_id,agent_rank,agent_clearance,team_id,operation_id,operation_codename,operation_type,target_sector,target_importance_score,target_risk_level,intel_source_primary,intel_source_secondary,intel_confidence_score,threat_score_overall,threat_financial,threat_cyber,threat_physical,money_moved_usd,records_exfiltrated,compromised_accounts,channel_email,channel_phone,channel_darknet,channel_field_meet,status,triage_priority,requires_manual_review,escalated_to_level,false_positive_flag,model_version,notes_short,feature_01,feature_02,feature_03,feature_04,feature_05,feature_06,feature_07,feature_08,feature_09,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60
EVT-0005724,2024-08-10 13:17:22,CZ,EU-CENTRAL,Prague,CZ-135,49.50185,13.43554,AG-6660,HQ,SECRET,T-040,OP-2025-005724,SPECTRUM-760,MONEY_LAUNDERING,Telecom,8,HIGH,SIGINT,HUMINT,73,66,53,78,62,333231,3010,122,N,Y,N,N,IN_REVIEW,P2,Y,1,N,aurora-1.2,possible duplicate event,65.54,63.47,53.41,63.34,49.77,72.74,74.46,42.61,62.84,72.29,46.78,40.33,33.12,20.59,27.95,28.5,34.83,39.31,40.52,31.27,30.85,28.67,27.69,29.99,31.34,20.46,34.43,25.14,31.77,23.12,100,100,100,100,100,100,100,100,100,100,5.5,19.23,39.53,42.33,76.82,39.58,40.25,42.9,0.68,50.43,9.99,13.53,12.2,9.25,48.28,25.07,32.05,0,28.67,0
EVT-0005763,2024-05-04 12:15:03,CZ,EU-CENTRAL,Prague,CZ-565,50.66069,15.94808,AG-2548,ANALYST,SECRET,T-036,OP-2025-005763,SPECTRUM-477,ESPIONAGE,Healthcare,2,MEDIUM,HUMINT,SIGINT,69,63,58,81,43,302873,3458,113,N,N,N,N,CONFIRMED,P2,Y,0,N,aurora-1.1,cross-border activity detected,64.78,61.64,55.77,60.58,53.36,58.92,69.57,66.81,57.66,53.58,29.55,30.18,29.68,39.73,30.16,35.05,28.81,28.18,33.98,36.88,31.32,33.19,36.65,27.63,27.11,30.16,31.43,39.29,30.77,37.89,70.13,61.96,65.39,48.63,44.82,75.51,56.34,61.0,65.27,64.69,23.13,22.48,56.77,22.92,31.63,12.25,67.25,45.32,39.41,62.75,45.76,22.53,23.76,51.12,42.26,0,45.9,19.2,40.22,27.08
EVT-0005776,2024-01-28 07:24:31,CZ,EU-CENTRAL,Prague,CZ-238,49.90084,15.90972,AG-9457,JUNIOR,TOP_SECRET,T-013,OP-2025-005776,NIGHTFALL-834,CYBER_INTRUSION,Healthcare,4,MEDIUM,HUMINT,FININT,41,55,61,59,43,290082,3055,149,N,N,N,Y,IN_REVIEW,P3,N,1,N,aurora-1.2,anomaly detected,58.63,37.41,62.93,45.12,67.6,51.75,67.11,59.48,65.03,32.62,24.87,35.41,39.38,20.6,22.25,34.65,29.67,21.88,25.45,28.13,32.35,31.17,33.68,28.94,35.23,24.4,33.88,31.27,28.04,29.5,66.7,66.07,70.46,71.69,78.22,82.12,67.72,95.53,83.19,61.66,23.11,0.35,0,21.08,58.46,15.79,18.66,13.83,25.5,8.65,69.01,22.55,53.17,58.46,25.79,0,0,30.53,17.25,20.47
EVT-0005793,2024-01-01 07:06:31,CZ,EU-CENTRAL,Prague,CZ-523,49.02749,13.3327,AG-8519,SENIOR,CONFIDENTIAL,T-015,OP-2025-005793,PHOENIX-352,CYBER_INTRUSION,Finance,3,MEDIUM,FININT,HUMINT,64,59,73,53,54,316648,1886,81,Y,Y,Y,Y,IN_REVIEW,P3,N,0,N,aurora-1.1,cross-border activity detected,42.63,45.57,53.39,60.9,61.42,49.35,55.68,42.31,67.84,62.93,25.41,33.22,31.65,36.86,41.86,38.3,39.94,36.06,28.27,34.19,16.47,16.54,14.99,6.53,21.37,12.24,24.07,24.37,16.53,15.96,37.95,58.56,60.46,73.14,64.51,64.8,60.29,56.05,63.49,66.6,45.16,47.45,41.35,27.41,0,0,25.76,44.45,45.56,23.62,46.47,39.03,14.4,22.8,10.32,11.45,52.69,25.96,83.79,50.23
EVT-0005809,2024-08-18 13:03:07,CZ,EU-CENTRAL,Prague,CZ-104,49.03739,14.56719,AG-6163,HQ,CONFIDENTIAL,T-040,OP-2025-005809,PHOENIX-378,ESPIONAGE,Logistics,8,MEDIUM,CYBINT,SIGINT,56,59,65,77,31,311606,3186,147,N,N,N,Y,IN_REVIEW,P3,N,0,N,aurora-1.0,manual verification pending,74.37,64.92,62.84,59.12,48.43,79.54,75.61,32.48,59.29,65.42,35.94,32.52,26.65,26.58,36.82,34.52,28.7,39.17,31.73,27.8,28.48,31.66,25.84,33.12,24.51,31.53,22.92,46.31,25.31,35.29,100,98.3,100,82.69,100,100,87.78,82.11,97.0,100,15.69,27.0,0,9.14,51.19,22.09,16.36,40.02,0,56.02,49.78,42.99,20.1,35.43,63.4,23.87,0,26.73,83.26,12.7
EVT-0005818,2024-04-21 05:09:27,CZ,EU-CENTRAL,Prague,CZ-506,51.19213,15.29746,AG-4136,ANALYST,CONFIDENTIAL,T-034,OP-2025-005818,PHOENIX-302,CYBER_INTRUSION,Logistics,3,HIGH,OSINT,HUMINT,68,71,71,73,69,348248,3508,138,N,N,Y,Y,NEW,P2,Y,0,N,aurora-1.0,pattern matches known cluster,79.06,82.59,66.26,69.05,87.91,70.92,70.4,79.04,88.3,66.54,40.28,37.95,35.11,30.44,31.8,33.07,39.47,27.76,27.39,31.0,31.87,42.37,30.67,41.55,27.95,32.72,43.24,38.95,28.3,32.81,100,100,100,100,100,100,98.69,100,100,100,40.17,45.12,52.18,45.23,9.4,38.08,74.34,22.62,88.41,22.61,35.78,31.38,19.2,17.72,23.45,80.98,39.05,48.49,42.88,34.54
EVT-0005829,2024-10-28 20:43:04,CZ,EU-CENTRAL,Prague,CZ-938,48.97143,14.21086,AG-2690,JUNIOR,SECRET,T-037,OP-2025-005829,PHOENIX-829,ESPIONAGE,Finance,2,HIGH,FININT,OSINT,68,77,67,98,59,386593,3193,158,N,Y,N,N,NEW,P2,Y,1,N,aurora-1.0,manual verification pending,74.9,94.08,79.25,62.65,60.28,73.75,98.23,86.27,62.88,67.46,39.78,34.1,31.85,39.71,38.88,41.83,43.3,47.05,37.44,40.67,29.16,24.36,37.16,33.08,33.18,38.81,30.05,28.93,38.55,34.54,87.57,78.93,75.78,86.19,100,100,100,83.44,93.58,98.84,16.32,36.56,41.34,40.07,22.29,73.88,36.37,34.46,9.61,43.16,45.46,61.49,56.26,58.27,52.28,12.28,69.19,45.04,42.11,31.99
EVT-0005856,2024-06-01 15:00:58,CZ,EU-CENTRAL,Prague,CZ-545,50.83721,14.52882,AG-5525,ANALYST,CONFIDENTIAL,T-038,OP-2025-005856,MIRAGE-719,RANSOMWARE,Finance,4,MEDIUM,CYBINT,OSINT,43,42,46,42,39,221910,2222,95,Y,N,N,N,CLOSED,P3,N,0,N,aurora-2.0,pattern matches known cluster,51.52,39.51,66.13,37.71,54.83,52.08,50.57,44.5,39.7,44.96,31.62,17.9,17.1,20.86,33.17,25.47,25.39,24.51,21.9,24.55,21.38,23.52,12.92,16.74,10.24,14.13,15.18,30.73,24.0,22.77,79.84,81.47,71.97,79.18,65.04,68.68,72.26,66.73,77.46,74.65,0,12.99,14.84,32.56,30.06,1.35,4.41,50.0,50.0,7.28,54.46,21.07,1.78,22.01,22.12,6.56,0,27.27,32.05,51.19
EVT-0005890,2024-02-23 15:18:37,CZ,EU-CENTRAL,Prague,CZ-337,50.66396,14.31058,AG-8878,SENIOR,CONFIDENTIAL,T-010,OP-2025-005890,SPECTRUM-749,MONEY_LAUNDERING,Education,5,HIGH,SIGINT,HUMINT,45,68,76,71,57,347698,3716,114,Y,N,Y,N,CONFIRMED,P2,Y,2,N,aurora-1.0,anomaly detected,59.41,76.39,59.86,70.5,66.46,78.98,85.46,66.55,53.22,71.11,23.79,29.38,36.28,39.77,34.04,33.14,27.87,33.92,34.91,37.3,39.73,31.22,37.23,48.46,34.22,35.79,28.56,43.69,32.22,39.8,100,100,100,100,100,100,100,100,100,100,37.79,22.71,43.19,52.14,39.13,34.48,50.86,38.03,14.26,65.15,18.83,33.34,40.94,20.72,31.79,53.61,48.6,71.01,18.05,4.76
EVT-0005897,2024-03-22 07:03:15,CZ,EU-CENTRAL,Prague,CZ-804,50.14292,13.98525,AG-9546,ANALYST,SECRET,T-019,OP-2025-005897,SPECTRUM-681,RANSOMWARE,Government,7,MEDIUM,SIGINT,HUMINT,67,64,61,65,65,306258,2979,153,N,N,Y,N,IN_REVIEW,P2,Y,1,N,aurora-1.0,source reliability downgraded,61.84,65.93,73.82,48.73,54.31,47.62,64.67,82.67,51.98,51.14,30.85,27.12,32.14,24.2,29.03,29.39,36.49,33.29,30.15,33.85,24.01,28.84,35.93,37.59,23.46,25.17,32.0,29.22,31.73,32.77,87.9,100,100,95.18,98.45,98.22,100,100,95.73,94.95,40.86,49.55,24.24,100,0,20.45,0,24.76,58.28,6.8,38.76,50.58,45.07,19.89,19.0,59.72,45.44,50.71,29.81,2.15
EVT-0005916,2024-10-14 07:58:08,CZ,EU-CENTRAL,Prague,CZ-112,49.22362,14.72176,AG-2528,HQ,CONFIDENTIAL,T-038,OP-2025-005916,AURORA-140,INSIDER_TRADING,Defense,1,HIGH,FININT,HUMINT,63,72,82,84,44,344495,4084,134,N,Y,N,N,NEW,P2,Y,1,N,aurora-1.1,anomaly detected,57.13,75.2,67.81,85.31,82.9,74.78,67.83,83.04,81.06,68.58,38.62,36.13,36.87,34.53,38.72,31.27,26.83,31.93,29.36,34.06,35.91,41.95,46.94,35.39,33.85,40.27,40.5,31.48,43.91,47.27,92.33,88.46,94.23,88.07,72.88,85.5,84.38,92.78,100,92.92,11.05,52.35,52.56,18.7,31.07,50.43,67.93,45.19,40.7,80.84,18.42,50.19,24.49,43.37,15.76,21.22,13.27,32.25,34.73,58.33
EVT-0005918,2024-06-29 21:22:55,CZ,EU-CENTRAL,Prague,CZ-958,50.38398,13.64353,AG-8169,JUNIOR,SECRET,T-031,OP-2025-005918,AURORA-755,ESPIONAGE,Finance,5,HIGH,CYBINT,HUMINT,72,75,83,85,55,342448,3272,132,Y,N,N,N,CLOSED,P2,Y,3,N,aurora-1.1,cross-border activity detected,64.14,66.53,90.44,73.12,74.75,66.99,75.56,96.15,81.89,64.49,30.89,31.19,37.66,38.6,31.81,29.47,32.43,33.56,31.69,39.5,23.24,32.93,39.21,37.82,32.4,42.4,33.33,31.85,30.36,34.84,100,100,100,100,100,100,100,100,100,100,26.2,9.68,62.19,64.1,13.72,55.76,43.66,39.2,23.97,64.78,8.29,77.53,45.88,16.67,8.93,74.84,39.26,33.03,69.28,37.12
EVT-0005940,2024-02-16 10:48:26,CZ,EU-CENTRAL,Prague,CZ-849,49.18698,14.02733,AG-5591,JUNIOR,SECRET,T-013,OP-2025-005940,DEEPBLUE-713,RANSOMWARE,Finance,7,MEDIUM,CYBINT,HUMINT,47,41,36,41,44,204398,1944,98,Y,Y,Y,N,NEW,P3,N,1,N,aurora-1.2,pattern matches known cluster,39.41,38.65,54.12,41.87,35.72,30.87,70.76,41.33,25.72,54.07,15.82,18.95,17.78,15.76,17.94,24.66,17.58,11.99,18.54,17.87,23.28,19.86,23.63,17.25,19.5,17.05,18.21,15.13,22.43,24.04,91.93,96.88,84.48,97.29,78.19,100,96.82,100,100,85.36,7.47,32.86,2.72,20.9,34.09,48.45,0,43.42,28.52,3.07,22.63,14.19,0,45.09,40.11,35.83,18.65,3.36,0,12.14
EVT-0005944,2024-12-29 01:35:50,CZ,EU-CENTRAL,Prague,CZ-892,50.27792,14.73622,AG-3556,SENIOR,SECRET,T-005,OP-2025-005944,NIGHTFALL-475,ESPIONAGE,Defense,7,MEDIUM,OSINT,CYBINT,36,53,55,59,42,264427,2878,110,Y,Y,Y,N,CLOSED,P3,N,1,N,aurora-1.2,incomplete metadata,29.29,54.01,48.11,50.08,62.68,45.7,40.17,37.98,59.64,68.03,30.97,39.3,30.24,36.59,26.87,23.03,24.07,24.18,28.82,30.91,24.57,34.33,35.4,27.29,29.43,30.42,21.31,36.15,29.76,28.3,100,100,100,87.71,96.88,100,97.26,80.64,94.09,88.12,0,46.44,22.46,0,11.79,5.62,38.72,26.46,3.91,0,21.34,24.98,65.79,32.35,57.56,0,5.94,13.83,18.01,18.51
EVT-0005945,2024-07-31 15:48:06,CZ,EU-CENTRAL,Prague,CZ-573,50.79948,13.45263,AG-2633,SENIOR,TOP_SECRET,T-020,OP-2025-005945,AURORA-265,CYBER_INTRUSION,Logistics,8,MEDIUM,FININT,CYBINT,51,65,68,75,48,325313,3295,100,N,Y,Y,N,CONFIRMED,P2,Y,3,N,aurora-1.1,source reliability downgraded,58.33,69.15,59.15,58.08,94.26,79.81,89.89,77.03,62.91,66.51,28.59,30.19,26.1,24.74,28.72,33.16,37.52,27.11,33.47,30.18,28.52,35.02,31.43,44.55,26.3,36.69,39.45,29.45,31.99,22.48,100,88.17,94.7,100,99.6,100,100,100,100,91.43,6.94,29.99,47.38,41.17,8.25,50.29,83.47,34.21,6.51,37.76,20.78,12.9,42.37,28.21,59.14,37.69,31.77,52.46,30.33,40.33
EVT-0005946,2024-01-09 20:18:07,CZ,EU-CENTRAL,Prague,CZ-521,50.19779,14.41248,AG-8231,JUNIOR,CONFIDENTIAL,T-030,OP-2025-005946,NIGHTFALL-177,RANSOMWARE,Finance,8,CRITICAL,CYBINT,OSINT,62,87,100,83,80,420024,4262,162,Y,Y,N,N,CONFIRMED,P1,Y,3,N,aurora-1.0,source reliability downgraded,99.16,100,83.97,91.65,89.65,98.96,90.48,82.26,86.78,82.11,30.02,48.61,38.41,36.6,44.07,44.54,39.57,38.06,45.25,37.83,44.82,47.83,38.01,41.64,50.11,36.9,48.82,44.1,49.53,31.59,100,100,100,100,100,100,100,100,100,100,39.58,41.28,8.04,58.38,60.63,46.12,56.08,20.59,33.54,54.99,31.1,33.85,40.27,63.83,59.25,50.81,41.31,29.03,62.49,8.62
EVT-0005959,2024-04-11 16:20:38,CZ,EU-CENTRAL,Prague,CZ-474,50.43272,15.43614,AG-8474,HQ,TOP_SECRET,T-019,OP-2025-005959,AURORA-717,CYBER_INTRUSION,Logistics,3,MEDIUM,HUMINT,FININT,28,46,52,49,35,232820,1992,96,Y,Y,N,N,CLOSED,P3,N,1,N,aurora-1.0,source reliability downgraded,44.76,43.92,44.8,51.38,47.5,54.76,52.27,22.61,52.9,59.68,29.63,26.86,22.75,26.26,28.69,24.03,27.32,21.55,21.28,22.45,21.89,17.09,22.13,15.66,15.86,17.53,25.98,26.46,25.7,18.47,61.75,73.66,76.02,63.35,73.55,63.53,60.88,71.56,57.7,63.06,9.31,23.46,14.85,0,42.73,73.09,0,26.5,25.34,14.09,0,0,8.87,8.33,0,5.27,18.27,43.62,29.47,0
EVT-0005985,2024-09-23 07:19:50,CZ,EU-CENTRAL,Prague,CZ-129,49.22063,14.23787,AG-5710,JUNIOR,TOP_SECRET,T-032,OP-2025-005985,NIGHTFALL-999,ESPIONAGE,Finance,2,MEDIUM,FININT,OSINT,42,64,73,66,53,316968,2957,149,N,N,Y,Y,IN_REVIEW,P2,Y,3,N,aurora-1.1,cross-border activity detected,60.96,57.7,71.9,60.51,62.01,67.17,65.85,65.72,40.89,51.17,38.79,41.12,38.94,26.49,26.89,27.33,40.25,24.06,32.04,27.22,18.39,26.34,28.57,19.3,34.08,32.4,25.94,32.95,26.19,29.12,46.71,58.61,52.84,53.86,54.58,66.45,59.54,59.28,61.46,41.07,46.9,35.75,76.33,7.4,6.53,19.4,64.67,36.97,45.91,43.0,20.11,36.92,15.12,30.95,25.59,37.76,11.94,20.26,30.9,28.57
EVT-0006000,2024-02-14 17:38:54,CZ,EU-CENTRAL,Prague,CZ-343,50.54158,15.91896,AG-4797,JUNIOR,SECRET,T-038,OP-2025-006000,AURORA-542,CYBER_INTRUSION,Logistics,1,HIGH,OSINT,HUMINT,100,75,66,83,73,343230,3723,160,N,N,Y,N,NEW,P2,N,1,N,aurora-1.0,source reliability downgraded,75.22,61.11,89.58,85.17,75.79,83.81,79.16,81.42,82.2,91.07,36.66,28.88,29.13,35.75,37.68,39.24,33.92,37.74,31.35,28.6,35.76,45.64,30.6,36.74,35.97,40.39,35.38,33.34,42.03,37.51,67.93,100,89.04,90.06,67.84,88.88,87.47,90.66,78.99,87.8,7.6,27.94,45.77,38.68,65.47,33.22,26.04,11.94,20.59,23.69,40.68,32.26,38.88,36.03,35.16,25.43,36.84,31.16,48.41,50.98
EVT-0006009,2024-12-04 04:09:49,CZ,EU-CENTRAL,Prague,CZ-193,48.99869,14.07666,AG-6581,FIELD,TOP_SECRET,T-003,OP-2025-006009,AURORA-465,RANSOMWARE,Finance,6,HIGH,FININT,HUMINT,77,69,84,66,58,334889,3007,121,Y,N,N,Y,IN_REVIEW,P2,Y,0,N,aurora-1.0,pattern matches known cluster,71.49,58.95,73.39,69.53,56.82,69.78,65.41,59.1,69.85,75.5,25.85,26.92,29.75,26.98,27.32,40.29,39.19,31.4,29.9,31.42,31.43,32.87,33.49,34.34,22.43,30.11,31.25,29.29,33.24,35.26,100,100,100,100,100,100,100,100,100,100,0,77.56,61.66,18.64,29.96,58.24,36.95,0,19.97,76.14,40.3,23.31,51.25,61.79,25.77,29.9,41.38,79.68,6.53,15.75
EVT-0006018,2024-07-14 23:10:00,CZ,EU-CENTRAL,Prague,CZ-451,51.06107,13.82653,AG-8264,SENIOR,TOP_SECRET,T-031,OP-2025-006018,NIGHTFALL-247,CYBER_INTRUSION,Education,5,HIGH,CYBINT,OSINT,93,73,81,76,62,370921,3742,128,N,N,N,N,CLOSED,P2,N,0,N,aurora-1.0,manual verification pending,94.19,75.99,51.98,62.23,85.28,80.44,76.43,88.59,81.51,62.81,44.67,38.94,37.63,36.25,34.36,30.45,31.98,43.65,30.94,36.09,42.85,40.29,25.66,46.62,41.72,43.5,40.93,39.1,39.34,32.23,100,100,100,100,100,100,100,100,100,100,46.59,0,38.66,8.87,38.04,63.75,13.18,48.31,20.76,56.91,50.08,37.68,35.69,82.18,35.16,39.69,44.31,28.25,53.95,26.53
EVT-0006019,2024-07-21 07:49:32,CZ,EU-CENTRAL,Prague,CZ-509,50.95708,14.53819,AG-3743,SENIOR,CONFIDENTIAL,T-028,OP-2025-006019,NIGHTFALL-243,CYBER_INTRUSION,Healthcare,7,MEDIUM,HUMINT,SIGINT,32,52,52,58,45,254329,2928,96,N,N,N,Y,NEW,P3,N,0,N,aurora-1.2,incomplete metadata,48.18,47.03,57.11,56.2,63.25,47.57,44.42,28.85,49.78,50.16,21.24,24.71,25.75,19.75,25.35,32.95,25.54,23.03,28.16,23.98,29.28,23.76,22.63,25.86,22.08,24.89,29.68,30.19,28.77,21.55,97.26,100,85.44,100,100,100,85.35,100,97.2,100,57.69,56.32,4.64,15.07,0,19.17,21.64,18.98,100,0,36.09,55.37,8.51,15.1,56.49,36.13,29.87,31.75,9.68,46.18
EVT-0006021,2024-09-22 21:48:22,CZ,EU-CENTRAL,Prague,CZ-589,50.43796,14.03264,AG-3063,ANALYST,TOP_SECRET,T-005,OP-2025-006021,NIGHTFALL-086,RANSOMWARE,Education,8,MEDIUM,CYBINT,HUMINT,64,44,44,50,36,217218,3011,97,N,N,N,Y,IN_REVIEW,P3,N,1,N,aurora-2.0,possible duplicate event,30.5,34.71,28.46,40.94,33.71,53.98,41.71,14.82,45.93,48.34,16.05,21.52,23.45,23.83,23.1,10.57,28.64,21.83,23.56,27.02,31.24,25.65,31.29,22.71,36.15,29.96,26.32,23.04,24.98,37.71,100,100,100,95.06,100,88.84,100,99.57,100,100,30.11,1.11,24.07,2.04,23.37,16.08,0,47.19,41.26,54.3,49.73,22.54,0.81,40.08,25.83,52.71,9.86,18.23,7.62,44.07
EVT-0006031,2024-07-31 00:03:00,CZ,EU-CENTRAL,Prague,CZ-547,50.0293,14.47161,AG-8978,ANALYST,SECRET,T-015,OP-2025-006031,PHOENIX-903,CYBER_INTRUSION,Education,10,CRITICAL,CYBINT,FININT,67,62,51,68,66,341968,3265,95,N,N,N,N,CONFIRMED,P1,Y,2,N,aurora-1.0,pattern matches known cluster,36.28,72.48,70.04,59.15,64.85,72.35,48.1,63.08,46.87,77.71,36.3,34.34,35.29,33.9,30.38,22.45,32.77,35.68,35.54,34.66,23.46,23.36,25.9,30.63,26.37,30.72,30.54,42.85,32.33,33.7,100,100,100,100,100,100,100,100,100,100,2.51,52.21,53.67,64.42,55.12,33.81,0,58.8,0,11.15,0,6.23,45.81,32.4,0,5.58,28.18,21.23,55.78,0
EVT-0006032,2024-01-19 00:36:35,CZ,EU-CENTRAL,Prague,CZ-796,51.13928,13.46661,AG-9104,ANALYST,CONFIDENTIAL,T-032,OP-2025-006032,AURORA-716,INSIDER_TRADING,Energy,1,HIGH,OSINT,HUMINT,68,71,58,90,60,401623,2924,154,N,Y,N,N,NEW,P2,Y,3,N,aurora-1.2,anomaly detected,74.08,87.85,84.36,64.02,84.93,59.81,74.52,77.01,61.4,82.61,39.78,41.56,42.45,45.04,37.85,43.72,40.07,43.82,37.56,35.16,31.45,18.29,30.69,29.42,39.45,30.16,30.39,29.36,26.81,31.08,88.25,79.38,91.45,89.77,100,100,80.02,83.72,85.93,93.01,64.87,58.69,23.27,0,20.94,62.61,0,45.51,45.45,45.39,40.05,3.38,47.57,13.51,0.81,35.48,54.07,57.16,14.95,60.02
EVT-0006033,2024-04-22 00:14:23,CZ,EU-CENTRAL,Prague,CZ-471,49.46674,13.46367,AG-8275,ANALYST,CONFIDENTIAL,T-011,OP-2025-006033,AURORA-653,CYBER_INTRUSION,Education,10,CRITICAL,FININT,HUMINT,59,41,50,48,23,178669,2156,75,Y,N,N,N,CONFIRMED,P1,Y,1,N,aurora-1.1,incomplete metadata,23.54,21.03,31.83,42.96,33.5,37.98,33.93,32.11,23.56,31.71,22.51,19.18,21.17,9.75,23.57,19.59,11.05,16.39,17.52,14.18,19.94,18.41,29.48,17.44,19.95,15.74,17.05,18.95,15.09,23.04,100,100,100,100,100,100,100,100,100,100,55.67,51.03,43.28,20.61,27.32,12.32,45.07,0,28.4,38.65,0,5.49,39.67,27.0,14.15,0,40.79,0,22.57,43.52
EVT-0006052,2024-12-05 14:32:19,CZ,EU-CENTRAL,Prague,CZ-615,50.24488,13.2719,AG-4702,SENIOR,CONFIDENTIAL,T-032,OP-2025-006052,AURORA-059,RANSOMWARE,Healthcare,3,MEDIUM,OSINT,FININT,44,63,62,70,53,301742,2653,116,Y,N,Y,Y,CLOSED,P2,Y,1,N,aurora-2.0,cross-border activity detected,48.39,57.11,68.44,59.91,75.24,77.2,59.54,67.98,77.04,53.4,26.28,36.62,27.54,29.94,35.15,40.42,38.87,34.16,31.18,29.3,24.05,21.96,21.15,25.58,25.35,28.42,22.33,36.0,24.19,35.6,66.25,64.26,68.84,50.81,54.32,53.79,64.06,66.58,69.56,77.04,11.54,39.39,31.2,52.59,34.78,8.8,58.49,24.61,23.02,0,14.23,24.47,11.83,42.17,44.59,37.89,34.27,49.22,1.59,41.84
EVT-0006055,2024-09-19 00:50:29,CZ,EU-CENTRAL,Prague,CZ-915,49.18799,15.02127,AG-7164,SENIOR,TOP_SECRET,T-020,OP-2025-006055,DEEPBLUE-118,RANSOMWARE,Defense,1,HIGH,SIGINT,FININT,45,76,79,78,71,354177,3960,152,Y,Y,Y,N,CLOSED,P2,Y,2,N,aurora-1.0,anomaly detected,87.25,93.9,83.2,66.83,68.21,86.18,83.63,69.84,67.02,72.04,26.05,25.21,41.08,38.77,34.01,41.25,38.06,32.17,38.19,33.27,35.18,28.29,37.18,30.47,47.66,31.39,45.83,42.56,43.41,39.19,83.23,75.47,82.99,100,76.49,100,89.03,98.76,83.24,92.91,7.08,75.85,68.68,17.81,6.61,74.26,57.97,6.57,63.63,39.28,11.89,77.53,22.71,24.58,61.2,41.0,18.88,32.1,46.83,56.78
EVT-0006068,2024-10-02 22:42:56,CZ,EU-CENTRAL,Prague,CZ-661,49.34759,16.07592,AG-8693,SENIOR,SECRET,T-016,OP-2025-006068,DEEPBLUE-157,MONEY_LAUNDERING,Government,8,MEDIUM,FININT,HUMINT,63,53,61,52,47,237646,2538,134,Y,N,N,N,DISMISSED,P3,N,1,N,aurora-1.1,incomplete metadata,44.41,49.6,64.52,68.01,43.98,62.27,50.88,66.38,50.2,48.02,28.52,21.12,13.92,19.59,17.38,21.24,26.78,26.84,19.38,20.71,23.13,28.05,23.51,28.31,21.54,26.26,28.96,23.16,19.55,20.21,100,94.12,100,100,88.3,100,88.4,100,100,100,56.48,20.67,43.61,5.56,10.87,91.68,65.97,0,34.75,29.06,14.6,33.09,41.03,60.95,60.99,0,0,13.11,8.88,0
EVT-0006080,2024-11-01 19:34:58,CZ,EU-CENTRAL,Prague,CZ-119,49.09115,13.7257,AG-5904,FIELD,CONFIDENTIAL,T-006,OP-2025-006080,AURORA-120,CYBER_INTRUSION,Energy,7,CRITICAL,SIGINT,HUMINT,47,81,76,88,75,422874,4263,182,N,N,N,Y,NEW,P1,Y,1,N,aurora-2.0,cross-border activity detected,68.0,86.45,89.22,84.08,73.5,73.02,91.05,93.68,69.0,94.33,49.4,38.33,38.61,45.06,40.32,39.44,48.93,37.36,34.21,37.14,42.1,40.69,40.46,41.72,49.59,36.5,46.21,40.83,43.31,42.47,100,100,100,100,100,100,100,100,100,100,51.38,43.62,31.67,56.15,15.18,31.25,0,40.89,57.23,13.8,37.02,71.61,86.92,31.21,62.56,47.86,79.13,26.32,83.14,62.16
EVT-0006085,2024-07-03 20:24:36,CZ,EU-CENTRAL,Prague,CZ-940,49.57015,12.87124,AG-5809,SENIOR,SECRET,T-016,OP-2025-006085,AURORA-524,CYBER_INTRUSION,Telecom,10,CRITICAL,FININT,CYBINT,68,61,38,71,71,321687,2909,120,Y,Y,N,N,IN_REVIEW,P1,Y,2,N,aurora-1.2,cross-border activity detected,46.77,53.34,49.27,56.61,62.42,50.88,84.71,55.94,56.81,42.26,25.26,36.69,30.82,42.26,38.44,32.99,28.77,30.07,26.13,26.37,27.77,38.58,25.24,18.42,27.9,32.3,29.19,31.05,20.26,31.59,100,100,100,100,100,100,100,100,100,100,43.64,9.29,0,74.6,18.12,9.98,0,35.98,15.33,9.93,27.64,16.97,19.72,16.83,23.45,0,65.97,33.56,34.5,80.08
EVT-0006089,2024-12-19 23:48:49,CZ,EU-CENTRAL,Prague,CZ-814,49.73695,14.52009,AG-4320,JUNIOR,SECRET,T-036,OP-2025-006089,PHOENIX-089,INSIDER_TRADING,Energy,5,MEDIUM,FININT,OSINT,32,62,56,68,60,356907,2732,120,Y,Y,N,N,CLOSED,P2,Y,1,N,aurora-1.0,possible duplicate event,50.83,55.06,52.85,48.35,61.81,88.43,59.08,76.77,54.43,59.54,34.44,31.69,43.27,35.82,30.49,33.08,30.74,42.13,24.95,28.61,25.92,25.53,12.71,25.79,24.46,28.0,30.66,18.31,35.34,34.42,78.19,100,75.91,66.53,64.94,100,78.63,79.89,65.64,79.49,46.02,48.86,16.57,74.44,13.05,31.8,50.47,53.83,5.04,6.25,33.16,49.03,21.6,44.65,36.29,53.93,50.48,41.0,0,4.38
